<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,Signal HA
USDJPY,20010103,125600,114.27,114.27,114.24,114.25,4,-1.0
USDJPY,20010103,125700,114.24,114.24,114.22,114.23,4,-1.0
USDJPY,20010103,125800,114.22,114.23,114.22,114.23,4,-1.0
USDJPY,20010103,125900,114.23,114.23,114.22,114.22,4,-1.0
USDJPY,20010103,130000,114.21,114.23,114.21,114.22,4,-1.0
USDJPY,20010103,130100,114.22,114.22,114.19,114.22,4,0.0
USDJPY,20010103,130200,114.21,114.22,114.2,114.22,4,0.0
USDJPY,20010103,130300,114.21,114.21,114.17,114.19,4,0.0
USDJPY,20010103,130400,114.18,114.21,114.18,114.2,4,0.0
USDJPY,20010103,130500,114.19,114.2,114.14,114.14,4,0.0
USDJPY,20010103,130600,114.13,114.14,114.11,114.11,4,-1.0
USDJPY,20010103,130700,114.11,114.11,114.06,114.08,4,-1.0
USDJPY,20010103,130800,114.07,114.13,114.07,114.1,4,0.0
USDJPY,20010103,130900,114.11,114.14,114.11,114.11,4,0.0
USDJPY,20010103,131000,114.1,114.1,114.04,114.06,4,-1.0
USDJPY,20010103,131100,114.05,114.06,114.04,114.06,4,-1.0
USDJPY,20010103,131200,114.06,114.1,114.06,114.09,4,0.0
USDJPY,20010103,131300,114.1,114.12,114.08,114.12,4,1.0
USDJPY,20010103,131400,114.13,114.14,114.11,114.14,4,1.0
USDJPY,20010103,131500,114.14,114.16,114.14,114.14,4,1.0
USDJPY,20010103,131600,114.15,114.17,114.15,114.15,4,1.0
USDJPY,20010103,131700,114.15,114.17,114.15,114.17,4,1.0
USDJPY,20010103,131800,114.16,114.18,114.16,114.18,4,1.0
USDJPY,20010103,131900,114.19,114.19,114.17,114.18,4,1.0
USDJPY,20010103,132000,114.18,114.2,114.16,114.17,4,0.0
USDJPY,20010103,132100,114.16,114.17,114.14,114.15,4,-1.0
USDJPY,20010103,132200,114.14,114.16,114.14,114.15,4,-1.0
USDJPY,20010103,132300,114.16,114.17,114.15,114.15,4,0.0
USDJPY,20010103,132400,114.14,114.15,114.13,114.14,4,-1.0
USDJPY,20010103,132500,114.14,114.15,114.14,114.14,4,0.0
USDJPY,20010103,132600,114.14,114.18,114.14,114.17,4,0.0
USDJPY,20010103,132700,114.19,114.21,114.19,114.2,4,1.0
USDJPY,20010103,132800,114.2,114.25,114.2,114.25,4,1.0
USDJPY,20010103,132900,114.26,114.27,114.25,114.27,4,1.0
USDJPY,20010103,133000,114.26,114.26,114.25,114.25,4,1.0
USDJPY,20010103,133100,114.25,114.28,114.25,114.28,4,1.0
USDJPY,20010103,133200,114.28,114.28,114.26,114.28,4,1.0
USDJPY,20010103,133300,114.28,114.31,114.28,114.31,4,1.0
USDJPY,20010103,133400,114.29,114.32,114.29,114.31,4,1.0
USDJPY,20010103,133500,114.3,114.32,114.29,114.31,4,0.0
USDJPY,20010103,133600,114.31,114.31,114.29,114.29,4,0.0
USDJPY,20010103,133700,114.3,114.3,114.28,114.28,4,0.0
USDJPY,20010103,133800,114.28,114.28,114.26,114.28,4,-1.0
USDJPY,20010103,133900,114.26,114.28,114.26,114.26,4,-1.0
USDJPY,20010103,134000,114.25,114.28,114.25,114.28,4,0.0
USDJPY,20010103,134100,114.28,114.28,114.25,114.25,4,0.0
USDJPY,20010103,134200,114.24,114.25,114.23,114.25,4,-1.0
USDJPY,20010103,134300,114.25,114.25,114.23,114.25,4,0.0
USDJPY,20010103,134400,114.24,114.25,114.22,114.22,4,0.0
USDJPY,20010103,134500,114.22,114.22,114.22,114.22,4,-1.0
USDJPY,20010103,134600,114.24,114.26,114.24,114.25,4,1.0
USDJPY,20010103,134700,114.25,114.26,114.24,114.25,4,1.0
USDJPY,20010103,134800,114.24,114.25,114.19,114.19,4,0.0
USDJPY,20010103,134900,114.19,114.2,114.19,114.19,4,-1.0
USDJPY,20010103,135000,114.2,114.22,114.19,114.22,4,0.0
USDJPY,20010103,135100,114.22,114.22,114.22,114.22,4,1.0
USDJPY,20010103,135200,114.22,114.23,114.22,114.22,4,1.0
USDJPY,20010103,135300,114.21,114.21,114.18,114.19,4,-1.0
USDJPY,20010103,135400,114.18,114.19,114.17,114.19,4,-1.0
USDJPY,20010103,135500,114.19,114.2,114.19,114.2,4,0.0
USDJPY,20010103,135600,114.2,114.23,114.2,114.22,4,0.0
USDJPY,20010103,135700,114.22,114.23,114.22,114.23,4,1.0
USDJPY,20010103,135800,114.23,114.23,114.23,114.23,4,1.0
USDJPY,20010103,135900,114.23,114.23,114.23,114.23,4,1.0
USDJPY,20010103,140000,114.23,114.23,114.22,114.22,4,0.0
USDJPY,20010103,140100,114.21,114.22,114.19,114.19,4,-1.0
USDJPY,20010103,140200,114.19,114.19,114.18,114.19,4,-1.0
USDJPY,20010103,140300,114.19,114.2,114.19,114.2,4,-1.0
USDJPY,20010103,140400,114.2,114.2,114.19,114.2,4,0.0
USDJPY,20010103,140500,114.21,114.23,114.21,114.23,4,1.0
USDJPY,20010103,140600,114.23,114.23,114.22,114.22,4,1.0
USDJPY,20010103,140700,114.22,114.22,114.22,114.22,4,1.0
USDJPY,20010103,140800,114.22,114.22,114.21,114.21,4,0.0
USDJPY,20010103,140900,114.21,114.22,114.21,114.22,4,0.0
USDJPY,20010103,141000,114.22,114.22,114.22,114.22,4,1.0
USDJPY,20010103,141100,114.22,114.25,114.22,114.25,4,1.0
USDJPY,20010103,141200,114.25,114.25,114.23,114.23,4,1.0
USDJPY,20010103,141300,114.23,114.25,114.23,114.25,4,0.0
USDJPY,20010103,141400,114.25,114.25,114.25,114.25,4,1.0
USDJPY,20010103,141500,114.24,114.25,114.24,114.25,4,0.0
USDJPY,20010103,141600,114.25,114.25,114.24,114.25,4,0.0
USDJPY,20010103,141700,114.24,114.26,114.24,114.24,4,0.0
USDJPY,20010103,141800,114.23,114.23,114.22,114.23,4,-1.0
USDJPY,20010103,141900,114.24,114.24,114.23,114.23,4,0.0
USDJPY,20010103,142000,114.23,114.23,114.19,114.2,4,-1.0
USDJPY,20010103,142100,114.2,114.21,114.18,114.18,4,-1.0
USDJPY,20010103,142200,114.17,114.19,114.16,114.18,4,-1.0
USDJPY,20010103,142300,114.19,114.19,114.19,114.19,4,-1.0
USDJPY,20010103,142400,114.19,114.2,114.19,114.19,4,0.0
USDJPY,20010103,142500,114.2,114.22,114.2,114.21,4,1.0
USDJPY,20010103,142600,114.21,114.22,114.21,114.22,4,1.0
USDJPY,20010103,142700,114.21,114.23,114.21,114.23,4,1.0
USDJPY,20010103,142800,114.24,114.29,114.24,114.29,4,1.0
USDJPY,20010103,142900,114.28,114.29,114.28,114.28,4,1.0
USDJPY,20010103,143000,114.27,114.33,114.27,114.32,4,1.0
USDJPY,20010103,143100,114.33,114.34,114.32,114.34,4,1.0
USDJPY,20010103,143200,114.32,114.39,114.32,114.37,4,1.0
USDJPY,20010103,143300,114.38,114.43,114.36,114.43,4,1.0
USDJPY,20010103,143400,114.42,114.42,114.41,114.41,4,1.0
USDJPY,20010103,143500,114.41,114.41,114.39,114.4,4,1.0
USDJPY,20010103,143600,114.4,114.4,114.39,114.39,4,0.0
USDJPY,20010103,143700,114.39,114.39,114.37,114.38,4,-1.0
USDJPY,20010103,143800,114.39,114.39,114.36,114.37,4,0.0
USDJPY,20010103,143900,114.37,114.37,114.36,114.36,4,-1.0
USDJPY,20010103,144000,114.36,114.36,114.35,114.36,4,-1.0
USDJPY,20010103,144100,114.36,114.36,114.36,114.36,4,-1.0
USDJPY,20010103,144200,114.37,114.38,114.37,114.37,4,1.0
USDJPY,20010103,144300,114.39,114.39,114.39,114.39,4,1.0
USDJPY,20010103,144400,114.39,114.39,114.38,114.38,4,1.0
USDJPY,20010103,144500,114.39,114.39,114.39,114.39,4,1.0
USDJPY,20010103,144600,114.41,114.42,114.4,114.42,4,1.0
USDJPY,20010103,144700,114.43,114.44,114.42,114.42,4,1.0
USDJPY,20010103,144800,114.43,114.43,114.41,114.42,4,0.0
USDJPY,20010103,144900,114.42,114.44,114.42,114.44,4,1.0
USDJPY,20010103,145000,114.44,114.45,114.44,114.44,4,1.0
USDJPY,20010103,145100,114.44,114.44,114.44,114.44,4,1.0
USDJPY,20010103,145200,114.44,114.44,114.44,114.44,4,1.0
USDJPY,20010103,145300,114.44,114.44,114.41,114.41,4,0.0
USDJPY,20010103,145400,114.4,114.4,114.38,114.38,4,-1.0
USDJPY,20010103,145500,114.38,114.38,114.34,114.35,4,-1.0
USDJPY,20010103,145600,114.35,114.36,114.34,114.36,4,-1.0
USDJPY,20010103,145700,114.37,114.38,114.36,114.37,4,0.0
USDJPY,20010103,145800,114.36,114.37,114.36,114.36,4,0.0
USDJPY,20010103,145900,114.35,114.35,114.34,114.35,4,-1.0
USDJPY,20010103,150000,114.39,114.39,114.34,114.36,4,0.0
USDJPY,20010103,150100,114.36,114.36,114.36,114.36,4,-1.0
USDJPY,20010103,150200,114.36,114.36,114.35,114.36,4,0.0
USDJPY,20010103,150300,114.36,114.36,114.36,114.36,4,1.0
USDJPY,20010103,150400,114.37,114.37,114.34,114.34,4,0.0
USDJPY,20010103,150500,114.34,114.34,114.34,114.34,4,-1.0
USDJPY,20010103,150600,114.34,114.36,114.34,114.36,4,0.0
USDJPY,20010103,150700,114.36,114.36,114.34,114.34,4,0.0
USDJPY,20010103,150800,114.35,114.35,114.33,114.33,4,0.0
USDJPY,20010103,150900,114.33,114.34,114.33,114.34,4,-1.0
USDJPY,20010103,151000,114.34,114.38,114.34,114.38,4,1.0
USDJPY,20010103,151100,114.4,114.41,114.39,114.4,4,1.0
USDJPY,20010103,151200,114.4,114.42,114.4,114.42,4,1.0
USDJPY,20010103,151300,114.42,114.44,114.42,114.44,4,1.0
USDJPY,20010103,151400,114.45,114.45,114.43,114.44,4,1.0
USDJPY,20010103,151500,114.44,114.44,114.44,114.44,4,1.0
USDJPY,20010103,151600,114.45,114.45,114.44,114.45,4,1.0
USDJPY,20010103,151700,114.44,114.44,114.42,114.44,4,0.0
USDJPY,20010103,151800,114.44,114.44,114.44,114.44,4,1.0
USDJPY,20010103,151900,114.44,114.45,114.44,114.44,4,0.0
USDJPY,20010103,152000,114.45,114.45,114.44,114.44,4,0.0
USDJPY,20010103,152100,114.44,114.44,114.4,114.4,4,-1.0
USDJPY,20010103,152200,114.4,114.41,114.39,114.39,4,-1.0
USDJPY,20010103,152300,114.39,114.41,114.39,114.41,4,-1.0
USDJPY,20010103,152400,114.4,114.4,114.39,114.39,4,-1.0
USDJPY,20010103,152500,114.4,114.4,114.4,114.4,4,-1.0
USDJPY,20010103,152600,114.4,114.4,114.4,114.4,4,-1.0
USDJPY,20010103,152700,114.39,114.4,114.39,114.4,4,-1.0
USDJPY,20010103,152800,114.4,114.42,114.4,114.42,4,1.0
USDJPY,20010103,152900,114.42,114.42,114.4,114.4,4,0.0
USDJPY,20010103,153000,114.39,114.4,114.39,114.4,4,-1.0
USDJPY,20010103,153100,114.39,114.42,114.39,114.4,4,0.0
USDJPY,20010103,153200,114.4,114.4,114.4,114.4,4,-1.0
USDJPY,20010103,153300,114.42,114.42,114.4,114.4,4,0.0
USDJPY,20010103,153400,114.41,114.44,114.39,114.44,4,0.0
USDJPY,20010103,153500,114.44,114.44,114.43,114.43,4,1.0
USDJPY,20010103,153600,114.4,114.42,114.4,114.42,4,-1.0
USDJPY,20010103,153700,114.42,114.45,114.42,114.44,4,0.0
USDJPY,20010103,153800,114.45,114.45,114.43,114.45,4,1.0
USDJPY,20010103,153900,114.46,114.49,114.45,114.45,4,1.0
USDJPY,20010103,154000,114.45,114.45,114.44,114.44,4,0.0
USDJPY,20010103,154100,114.43,114.43,114.42,114.42,4,-1.0
USDJPY,20010103,154200,114.42,114.42,114.42,114.42,4,-1.0
USDJPY,20010103,154300,114.4,114.4,114.4,114.4,4,-1.0
USDJPY,20010103,154400,114.39,114.4,114.39,114.4,4,-1.0
USDJPY,20010103,154500,114.4,114.42,114.4,114.42,4,0.0
USDJPY,20010103,154600,114.42,114.42,114.4,114.4,4,0.0
USDJPY,20010103,154700,114.4,114.4,114.38,114.38,4,-1.0
USDJPY,20010103,154800,114.37,114.37,114.36,114.36,4,-1.0
USDJPY,20010103,154900,114.36,114.38,114.34,114.38,4,0.0
USDJPY,20010103,155000,114.37,114.38,114.36,114.38,4,0.0
USDJPY,20010103,155100,114.38,114.39,114.37,114.39,4,0.0
USDJPY,20010103,155200,114.39,114.43,114.39,114.4,4,0.0
USDJPY,20010103,155300,114.39,114.39,114.38,114.38,4,-1.0
USDJPY,20010103,155400,114.37,114.38,114.36,114.36,4,-1.0
USDJPY,20010103,155500,114.36,114.37,114.36,114.37,4,-1.0
USDJPY,20010103,155600,114.37,114.37,114.36,114.37,4,0.0
USDJPY,20010103,155700,114.37,114.39,114.37,114.39,4,1.0
USDJPY,20010103,155800,114.39,114.39,114.36,114.36,4,0.0
USDJPY,20010103,155900,114.36,114.36,114.35,114.35,4,-1.0
USDJPY,20010103,160000,114.34,114.34,114.33,114.34,4,-1.0
USDJPY,20010103,160100,114.33,114.37,114.33,114.37,4,0.0
USDJPY,20010103,160200,114.36,114.37,114.36,114.37,4,1.0
USDJPY,20010103,160300,114.36,114.37,114.36,114.36,4,0.0
USDJPY,20010103,160400,114.37,114.38,114.36,114.37,4,0.0
USDJPY,20010103,160500,114.36,114.36,114.35,114.35,4,-1.0
USDJPY,20010103,160600,114.34,114.35,114.33,114.35,4,-1.0
USDJPY,20010103,160700,114.35,114.36,114.34,114.36,4,0.0
USDJPY,20010103,160800,114.36,114.36,114.36,114.36,4,1.0
USDJPY,20010103,160900,114.36,114.36,114.34,114.34,4,0.0
USDJPY,20010103,161000,114.34,114.36,114.34,114.34,4,0.0
USDJPY,20010103,161100,114.35,114.36,114.33,114.36,4,0.0
USDJPY,20010103,161200,114.36,114.36,114.36,114.36,4,1.0
USDJPY,20010103,161300,114.36,114.36,114.34,114.34,4,0.0
USDJPY,20010103,161400,114.35,114.35,114.35,114.35,4,-1.0
USDJPY,20010103,161500,114.35,114.35,114.34,114.34,4,-1.0
USDJPY,20010103,161600,114.31,114.33,114.31,114.33,4,-1.0
USDJPY,20010103,161700,114.33,114.33,114.32,114.33,4,0.0
USDJPY,20010103,161800,114.33,114.36,114.33,114.36,4,0.0
USDJPY,20010103,161900,114.36,114.36,114.36,114.36,4,1.0
USDJPY,20010103,162000,114.36,114.37,114.35,114.36,4,1.0
USDJPY,20010103,162100,114.35,114.36,114.35,114.35,4,0.0
USDJPY,20010103,162200,114.34,114.34,114.33,114.33,4,-1.0
USDJPY,20010103,162300,114.33,114.33,114.31,114.32,4,-1.0
USDJPY,20010103,162400,114.31,114.31,114.29,114.29,4,-1.0
USDJPY,20010103,162500,114.29,114.29,114.29,114.29,4,-1.0
USDJPY,20010103,162600,114.28,114.29,114.27,114.27,4,-1.0
USDJPY,20010103,162700,114.27,114.28,114.27,114.28,4,-1.0
USDJPY,20010103,162800,114.28,114.28,114.26,114.27,4,0.0
USDJPY,20010103,162900,114.29,114.31,114.29,114.3,4,1.0
USDJPY,20010103,163000,114.29,114.29,114.29,114.29,4,1.0
USDJPY,20010103,163100,114.28,114.28,114.28,114.28,4,-1.0
USDJPY,20010103,163200,114.28,114.28,114.27,114.28,4,0.0
USDJPY,20010103,163300,114.29,114.31,114.29,114.31,4,1.0
USDJPY,20010103,163400,114.31,114.31,114.31,114.31,4,1.0
USDJPY,20010103,163500,114.29,114.31,114.28,114.28,4,0.0
USDJPY,20010103,163600,114.28,114.3,114.28,114.29,4,0.0
USDJPY,20010103,163700,114.29,114.29,114.28,114.28,4,-1.0
USDJPY,20010103,163800,114.28,114.28,114.28,114.28,4,-1.0
USDJPY,20010103,163900,114.27,114.27,114.25,114.25,4,-1.0
USDJPY,20010103,164000,114.26,114.26,114.24,114.25,4,-1.0
USDJPY,20010103,164100,114.24,114.24,114.24,114.24,4,-1.0
USDJPY,20010103,164200,114.23,114.25,114.23,114.24,4,-1.0
USDJPY,20010103,164300,114.25,114.25,114.23,114.23,4,0.0
USDJPY,20010103,164400,114.24,114.25,114.24,114.25,4,0.0
USDJPY,20010103,164500,114.25,114.25,114.23,114.24,4,0.0
USDJPY,20010103,164600,114.23,114.24,114.23,114.24,4,-1.0
USDJPY,20010103,164700,114.23,114.25,114.23,114.24,4,0.0
USDJPY,20010103,164800,114.25,114.25,114.25,114.25,4,1.0
USDJPY,20010103,164900,114.25,114.25,114.25,114.25,4,1.0
USDJPY,20010103,165000,114.23,114.25,114.23,114.24,4,0.0
USDJPY,20010103,165100,114.23,114.23,114.23,114.23,4,-1.0
USDJPY,20010103,165200,114.23,114.23,114.21,114.22,4,-1.0
USDJPY,20010103,165300,114.21,114.23,114.21,114.23,4,0.0
USDJPY,20010103,165400,114.23,114.23,114.22,114.22,4,0.0
USDJPY,20010103,165500,114.22,114.23,114.22,114.23,4,0.0
USDJPY,20010103,165600,114.22,114.22,114.22,114.22,4,-1.0
USDJPY,20010103,165700,114.22,114.23,114.22,114.23,4,0.0
USDJPY,20010103,165800,114.24,114.24,114.23,114.24,4,1.0
USDJPY,20010103,165900,114.23,114.24,114.23,114.23,4,0.0
USDJPY,20010103,170000,114.23,114.24,114.23,114.24,4,0.0
USDJPY,20010103,170100,114.23,114.23,114.23,114.23,4,-1.0
USDJPY,20010103,170200,114.23,114.23,114.22,114.22,4,-1.0
USDJPY,20010103,170300,114.23,114.23,114.22,114.22,4,0.0
USDJPY,20010103,170400,114.22,114.23,114.22,114.22,4,0.0
USDJPY,20010103,170500,114.23,114.25,114.23,114.25,4,1.0
USDJPY,20010103,170600,114.26,114.26,114.26,114.26,4,1.0
USDJPY,20010103,170700,114.25,114.25,114.25,114.25,4,1.0
USDJPY,20010103,170800,114.25,114.27,114.25,114.26,4,0.0
USDJPY,20010103,170900,114.28,114.28,114.25,114.25,4,0.0
USDJPY,20010103,171100,114.26,114.26,114.26,114.26,4,1.0
USDJPY,20010103,171300,114.25,114.25,114.21,114.21,4,-1.0
USDJPY,20010103,171400,114.22,114.22,114.19,114.19,4,-1.0
USDJPY,20010103,171500,114.19,114.19,114.19,114.19,4,-1.0
USDJPY,20010103,171600,114.18,114.2,114.18,114.19,4,-1.0
USDJPY,20010103,171700,114.18,114.18,114.15,114.17,4,-1.0
USDJPY,20010103,171800,114.14,114.14,114.14,114.14,4,-1.0
USDJPY,20010103,171900,114.14,114.15,114.14,114.15,4,-1.0
USDJPY,20010103,172100,114.14,114.15,114.13,114.14,4,-1.0
USDJPY,20010103,172200,114.14,114.14,114.12,114.12,4,-1.0
USDJPY,20010103,172300,114.12,114.12,114.12,114.12,4,-1.0
USDJPY,20010103,172400,114.12,114.12,114.11,114.12,4,-1.0
USDJPY,20010103,172500,114.12,114.13,114.12,114.13,4,0.0
USDJPY,20010103,172600,114.14,114.14,114.13,114.14,4,1.0
USDJPY,20010103,172700,114.14,114.14,114.14,114.14,4,1.0
USDJPY,20010103,172800,114.14,114.14,114.13,114.13,4,0.0
USDJPY,20010103,173000,114.14,114.14,114.14,114.14,4,1.0
USDJPY,20010103,173100,114.14,114.14,114.14,114.14,4,1.0
USDJPY,20010103,173200,114.14,114.14,114.14,114.14,4,1.0
USDJPY,20010103,173300,114.14,114.14,114.14,114.14,4,1.0
USDJPY,20010103,173400,114.14,114.14,114.14,114.14,4,1.0
USDJPY,20010103,173500,114.13,114.13,114.13,114.13,4,-1.0
USDJPY,20010103,173600,114.14,114.14,114.12,114.12,4,0.0
USDJPY,20010103,173700,114.11,114.11,114.11,114.11,4,-1.0
USDJPY,20010103,173800,114.11,114.11,114.11,114.11,4,-1.0
USDJPY,20010103,173900,114.12,114.12,114.11,114.11,4,0.0
USDJPY,20010103,174000,114.11,114.12,114.11,114.12,4,0.0
USDJPY,20010103,174100,114.14,114.15,114.14,114.15,4,1.0
USDJPY,20010103,174200,114.14,114.14,114.13,114.13,4,0.0
USDJPY,20010103,174300,114.14,114.14,114.14,114.14,4,1.0
USDJPY,20010103,174400,114.14,114.14,114.14,114.14,4,1.0
USDJPY,20010103,174500,114.14,114.14,114.14,114.14,4,1.0
USDJPY,20010103,174600,114.13,114.13,114.13,114.13,4,-1.0
USDJPY,20010103,174700,114.14,114.14,114.13,114.13,4,0.0
USDJPY,20010103,174800,114.11,114.12,114.11,114.12,4,-1.0
USDJPY,20010103,174900,114.12,114.12,114.12,114.12,4,-1.0
USDJPY,20010103,175000,114.12,114.12,114.12,114.12,4,-1.0
USDJPY,20010103,175100,114.13,114.13,114.12,114.12,4,0.0
USDJPY,20010103,175200,114.12,114.12,114.11,114.11,4,-1.0
USDJPY,20010103,175300,114.11,114.11,114.1,114.11,4,-1.0
USDJPY,20010103,175400,114.11,114.11,114.11,114.11,4,-1.0
USDJPY,20010103,175500,114.11,114.11,114.11,114.11,4,-1.0
USDJPY,20010103,175600,114.11,114.11,114.11,114.11,4,-1.0
USDJPY,20010103,175700,114.12,114.12,114.12,114.12,4,1.0
USDJPY,20010103,175800,114.12,114.14,114.12,114.14,4,1.0
USDJPY,20010103,175900,114.12,114.14,114.12,114.13,4,0.0
USDJPY,20010103,180000,114.12,114.12,114.12,114.12,4,-1.0
USDJPY,20010103,180100,114.12,114.12,114.11,114.11,4,-1.0
USDJPY,20010103,180200,114.11,114.12,114.11,114.12,4,0.0
USDJPY,20010103,180300,114.14,114.14,114.14,114.14,4,1.0
USDJPY,20010103,180400,114.14,114.15,114.14,114.15,4,1.0
USDJPY,20010103,180500,114.15,114.16,114.15,114.16,4,1.0
USDJPY,20010103,180600,114.16,114.18,114.16,114.18,4,1.0
USDJPY,20010103,180700,114.18,114.19,114.18,114.19,4,1.0
USDJPY,20010103,180800,114.19,114.19,114.18,114.19,4,1.0
USDJPY,20010103,180900,114.19,114.19,114.19,114.19,4,1.0
USDJPY,20010103,181000,114.19,114.2,114.19,114.2,4,1.0
USDJPY,20010103,181100,114.2,114.22,114.2,114.22,4,1.0
USDJPY,20010103,181200,114.22,114.23,114.22,114.23,4,1.0
USDJPY,20010103,181300,114.23,114.23,114.17,114.18,4,0.0
USDJPY,20010103,181400,114.17,114.17,114.15,114.15,4,-1.0
USDJPY,20010103,181500,114.15,114.15,114.15,114.15,4,-1.0
USDJPY,20010103,181600,114.15,114.15,114.14,114.14,4,-1.0
USDJPY,20010103,181700,114.14,114.14,114.13,114.13,4,-1.0
USDJPY,20010103,181800,114.17,114.2,114.14,114.14,4,0.0
USDJPY,20010103,181900,114.08,114.09,114.08,114.08,4,-1.0
USDJPY,20010103,182000,114.06,114.06,114.06,114.06,4,-1.0
USDJPY,20010103,182100,114.03,114.08,114.03,114.08,4,-1.0
USDJPY,20010103,182200,114.09,114.17,114.09,114.17,4,1.0
USDJPY,20010103,182300,114.2,114.2,114.18,114.19,4,1.0
USDJPY,20010103,182400,114.19,114.19,114.19,114.19,4,1.0
USDJPY,20010103,182500,114.23,114.3,114.23,114.3,4,1.0
USDJPY,20010103,182600,114.31,114.31,114.27,114.27,4,1.0
USDJPY,20010103,182700,114.28,114.28,114.25,114.25,4,0.0
USDJPY,20010103,182800,114.25,114.25,114.25,114.25,4,-1.0
USDJPY,20010103,182900,114.25,114.29,114.25,114.29,4,0.0
USDJPY,20010103,183000,114.28,114.29,114.28,114.28,4,1.0
USDJPY,20010103,183100,114.29,114.31,114.29,114.31,4,1.0
USDJPY,20010103,183200,114.3,114.3,114.29,114.29,4,1.0
USDJPY,20010103,183300,114.28,114.28,114.27,114.27,4,-1.0
USDJPY,20010103,183400,114.28,114.31,114.28,114.29,4,0.0
USDJPY,20010103,183500,114.29,114.29,114.22,114.23,4,0.0
USDJPY,20010103,183600,114.21,114.22,114.2,114.2,4,-1.0
USDJPY,20010103,183700,114.2,114.21,114.2,114.21,4,-1.0
USDJPY,20010103,183800,114.22,114.22,114.21,114.21,4,-1.0
USDJPY,20010103,183900,114.2,114.2,114.17,114.17,4,-1.0
USDJPY,20010103,184000,114.15,114.15,114.15,114.15,4,-1.0
USDJPY,20010103,184100,114.15,114.15,114.14,114.14,4,-1.0
USDJPY,20010103,184200,114.13,114.13,114.12,114.12,4,-1.0
USDJPY,20010103,184300,114.13,114.14,114.12,114.12,4,-1.0
USDJPY,20010103,184400,114.11,114.11,114.09,114.09,4,-1.0
USDJPY,20010103,184500,114.1,114.1,114.09,114.09,4,-1.0
USDJPY,20010103,184600,114.09,114.09,114.09,114.09,4,-1.0
USDJPY,20010103,184700,114.09,114.11,114.09,114.09,4,0.0
USDJPY,20010103,184800,114.08,114.08,113.81,113.91,4,0.0
USDJPY,20010103,184900,113.86,113.86,113.81,113.85,4,-1.0
USDJPY,20010103,185000,113.86,113.92,113.86,113.9,4,-1.0
USDJPY,20010103,185100,113.89,113.94,113.89,113.93,4,0.0
USDJPY,20010103,185200,113.94,113.94,113.89,113.89,4,0.0
USDJPY,20010103,185300,113.87,113.87,113.84,113.84,4,-1.0
USDJPY,20010103,185400,113.79,113.81,113.79,113.79,4,-1.0
USDJPY,20010103,185500,113.81,113.81,113.81,113.81,4,-1.0
USDJPY,20010103,185600,113.84,113.84,113.77,113.77,4,0.0
USDJPY,20010103,185700,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010103,185800,113.76,113.78,113.76,113.78,4,-1.0
USDJPY,20010103,185900,113.79,113.81,113.75,113.75,4,0.0
USDJPY,20010103,190000,113.74,113.75,113.71,113.71,4,-1.0
USDJPY,20010103,190100,113.7,113.7,113.69,113.69,4,-1.0
USDJPY,20010103,190200,113.69,113.7,113.69,113.7,4,-1.0
USDJPY,20010103,190300,113.7,113.7,113.67,113.67,4,-1.0
USDJPY,20010103,190400,113.68,113.68,113.64,113.68,4,0.0
USDJPY,20010103,190500,113.69,113.71,113.68,113.7,4,0.0
USDJPY,20010103,190600,113.71,113.72,113.71,113.72,4,1.0
USDJPY,20010103,190700,113.72,113.72,113.72,113.72,4,1.0
USDJPY,20010103,190800,113.73,113.74,113.73,113.74,4,1.0
USDJPY,20010103,190900,113.72,113.73,113.72,113.73,4,0.0
USDJPY,20010103,191000,113.78,113.79,113.78,113.79,4,1.0
USDJPY,20010103,191100,113.79,113.81,113.79,113.8,4,1.0
USDJPY,20010103,191200,113.8,113.8,113.78,113.78,4,1.0
USDJPY,20010103,191300,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010103,191400,113.76,113.76,113.76,113.76,4,-1.0
USDJPY,20010103,191600,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010103,191800,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010103,191900,113.75,113.75,113.72,113.72,4,-1.0
USDJPY,20010103,192000,113.73,113.73,113.73,113.73,4,-1.0
USDJPY,20010103,192200,113.7,113.7,113.69,113.69,4,-1.0
USDJPY,20010103,192300,113.68,113.71,113.68,113.71,4,-1.0
USDJPY,20010103,192400,113.72,113.73,113.72,113.73,4,1.0
USDJPY,20010103,192500,113.73,113.73,113.7,113.7,4,0.0
USDJPY,20010103,192600,113.72,113.72,113.7,113.7,4,0.0
USDJPY,20010103,192800,113.69,113.69,113.69,113.69,4,-1.0
USDJPY,20010103,192900,113.7,113.75,113.7,113.74,4,0.0
USDJPY,20010103,193000,113.75,113.75,113.75,113.75,4,1.0
USDJPY,20010103,193100,113.75,113.75,113.75,113.75,4,1.0
USDJPY,20010103,193200,113.73,113.73,113.71,113.71,4,-1.0
USDJPY,20010103,193400,113.72,113.72,113.72,113.72,4,-1.0
USDJPY,20010103,193600,113.69,113.72,113.69,113.71,4,-1.0
USDJPY,20010103,193700,113.7,113.7,113.69,113.69,4,-1.0
USDJPY,20010103,193800,113.69,113.69,113.69,113.69,4,-1.0
